,V1,V2,V3,V4
LOC_Os02g42100,0,0,0,0
LOC_Os02g42110,0,0,0,0
LOC_Os02g42120,0,0,0,0
LOC_Os02g42134,45,242,141,167
LOC_Os02g42150,0,1,0,0
LOC_Os02g42160,0,0,0,0
LOC_Os02g42170,0,0,0,0
LOC_Os02g42180,0,0,0,0
LOC_Os02g42190,0,0,0,0
LOC_Os02g42200,548,296,214,508
LOC_Os02g42210,4,0,0,59
LOC_Os02g42220,397,217,404,412
LOC_Os02g42230,49,120,79,54
LOC_Os02g42250,0,0,0,0
LOC_Os02g42270,0,0,0,0
LOC_Os02g42280,0,0,0,0
LOC_Os02g42290,813,916,1155,1401
LOC_Os02g42300,0,57,0,28
LOC_Os02g42310,55,108,22,53
LOC_Os02g42314,889,859,734,362
LOC_Os02g42320,1287,1614,1144,1654
LOC_Os02g42330,722,837,406,753
LOC_Os02g42340,0,0,0,0
LOC_Os02g42350,232,197,342,330
LOC_Os02g42360,0,0,0,0
LOC_Os02g42370,60,70,212,216
LOC_Os02g42374,108,125,128,36
LOC_Os02g42380,0,0,0,0
LOC_Os02g42390,0,0,0,0
LOC_Os02g42400,0,0,0,0
LOC_Os02g42406,50,0,51,0
LOC_Os02g42412,163,251,12,147
LOC_Os02g42420,0,0,0,0
LOC_Os02g42430,0,0,0,0
LOC_Os02g42440,1469,1631,1711,2204
LOC_Os02g42450,0,0,0,0
LOC_Os02g42460,0,0,0,0
LOC_Os02g42470,0,28,0,0
LOC_Os02g42497,0,0,0,0
LOC_Os02g42506,0,0,0,0
LOC_Os02g42520,101,49,4,1
LOC_Os02g42530,87,61,146,44
LOC_Os02g42540,119,85,64,97
LOC_Os02g42550,14,3,51,0
LOC_Os02g42560,0,0,0,0
LOC_Os02g42570,955,1237,1412,1527
LOC_Os02g42580,43,82,182,80
LOC_Os02g42585,152,109,211,69
LOC_Os02g42590,236,368,119,277
LOC_Os02g42600,108,149,105,260
LOC_Os02g42610,0,0,0,0
LOC_Os02g42620,36,3,0,48
LOC_Os02g42630,0,0,0,0
LOC_Os02g42640,0,0,0,0
LOC_Os02g42650,0,0,0,0
LOC_Os02g42660,0,0,0,0
LOC_Os02g42670,101,256,217.523,115
LOC_Os02g42690,79,59,198.477,277
LOC_Os02g42700,340,402,274,137
LOC_Os02g42710,0,0,0,0
LOC_Os02g42720,0,0,0,0
LOC_Os02g42730,14,73,12,8
LOC_Os02g42740,0,0,0,0
LOC_Os02g42750,0,0,0,0
LOC_Os02g42760,0,0,0,0
LOC_Os02g42780,0,0,0,0
LOC_Os02g42790,0,0,0,0
LOC_Os02g42800,0,0,0,0
LOC_Os02g42810,98,92,43,81
LOC_Os02g42820,0,0,0,0
LOC_Os02g42830,0,0,0,0
LOC_Os02g42840,0,0,0,0
LOC_Os02g42850,0,0,0,0
LOC_Os02g42860,147,181,173,148
LOC_Os02g42870,0,0,0,0
LOC_Os02g42880,0,0,0,0
LOC_Os02g42890,24,105,40,33
LOC_Os02g42900,0,0,0,0
LOC_Os02g42910,0,61,19,0
LOC_Os02g42920,115,101,23,5
LOC_Os02g42930,0,0,0,0
LOC_Os02g42940,575,469,375,601
LOC_Os02g42950,0,0,0,2.178
LOC_Os02g42960,232,211,427,755
LOC_Os02g42970,0,0,0,0
LOC_Os02g42980,0,0,0,0
LOC_Os02g42990,168,186,209,158
LOC_Os02g43000,0,0,0,0
LOC_Os02g43010,140,24,66,120
LOC_Os02g43020,654,791,527,563
LOC_Os02g43030,18,13,0,0
LOC_Os02g43040,109,148,78,24
LOC_Os02g43050,0,0,0,0
LOC_Os02g43060,0,0,0,0
LOC_Os02g43070,0,0,0,0
LOC_Os02g43080,0,37.874,0,0
LOC_Os02g43090,346.039,577.894,468.633,377
LOC_Os02g43100,0,0,0,0
LOC_Os02g43110,240.265,138.379,198.326,76.144
LOC_Os02g43120,0,0,0,0
LOC_Os02g43130,7,145,33,0
LOC_Os02g43140,0,0,0,0
LOC_Os02g43150,317,271,193,471
LOC_Os02g43160,0,0,0,0
LOC_Os02g43170,5,0,36,0
LOC_Os02g43180,146,206,117,0
LOC_Os02g43194,9,0,0,0
LOC_Os02g43210,0,0,0,0
LOC_Os02g43220,0,0,0,0
LOC_Os02g43230,0,0,0,0
LOC_Os02g43250,0,0,23,0
LOC_Os02g43260,0,0,0,0
LOC_Os02g43270,0,0,0,0
LOC_Os02g43280,0,0,0,0
LOC_Os02g43290,50,42,0,12
LOC_Os02g43300,0,18,0,0
LOC_Os02g43310,0,0,0,0
LOC_Os02g43314,63,90,0,0
LOC_Os02g43320,0,0,0,0
LOC_Os02g43330,281,345,285,606
LOC_Os02g43340,165,141,39,80
LOC_Os02g43350,818,562,696,475
LOC_Os02g43360,0,0,0,51
LOC_Os02g43370,30.17,5.521,0,17.407
LOC_Os02g43380,0,0,0,0
LOC_Os02g43390,0,0,0,0
LOC_Os02g43400,0,0,0,0
LOC_Os02g43410,0,0,0,0
LOC_Os02g43420,0,0,0,0
LOC_Os02g43430,29,2,63,0
LOC_Os02g43440,0,0,0,0
LOC_Os02g43450,0,0,0,0
LOC_Os02g43460,0,0,0,0
LOC_Os02g43470,13,0,57,0
LOC_Os02g43480,74,248,113,269
LOC_Os02g43490,0,0,0,0
LOC_Os02g43500,1002,704,654,602
LOC_Os02g43510,0,0,0,0
LOC_Os02g43519,579,322,485,453
LOC_Os02g43530,0,0,0,0
LOC_Os02g43540,848,1681,1025,2946
LOC_Os02g43550,207,161,241,261
LOC_Os02g43560,0,0,0,0
LOC_Os02g43570,0,0,0,0
LOC_Os02g43580,0,0,0,0
LOC_Os02g43590,681,833,448,528
LOC_Os02g43594,0,0,0,0
LOC_Os02g43600,35,21,34,122
LOC_Os02g43610,0,0,0,0
LOC_Os02g43620,0,0,0,0
LOC_Os02g43630,0,0,0,0
LOC_Os02g43640,0,0,0,0
LOC_Os02g43660,0,0,0,0
LOC_Os02g43670,0,0,0,0
LOC_Os02g43680,0,0,0,0
LOC_Os02g43690,978,602,708,864
LOC_Os02g43700,797,678,998,876
LOC_Os02g43710,0,0,0,0
LOC_Os02g43720,87,170,82,41
LOC_Os02g43730,0,0,0,0
LOC_Os02g43740,0,0,0,0
LOC_Os02g43750,326,449,415,464
LOC_Os02g43760,725,572,790,689
LOC_Os02g43770,101,13,1,99
LOC_Os02g43780,0,0,0,0
LOC_Os02g43790,35,0,55,0
LOC_Os02g43800,0,0,0,0
LOC_Os02g43810,3,0,0,193
LOC_Os02g43820,0,0,0,0
LOC_Os02g43830,507,755,803,652
LOC_Os02g43840,0,0,0,0
LOC_Os02g43850,231,31,36,331
LOC_Os02g43860,84,99,121,140
LOC_Os02g43865,0,0,0,0
LOC_Os02g43870,28,99,127,228
LOC_Os02g43880,0,0,0,0
LOC_Os02g43890,0,0,0,0
LOC_Os02g43900,0,0,0,0
LOC_Os02g43906,0,0,0,0
LOC_Os02g43912,0,0,0,0
LOC_Os02g43920,128,78,57,0
LOC_Os02g43930,724,458,264,460
LOC_Os02g43940,1,0,51,0
LOC_Os02g43950,0,0,0,0
LOC_Os02g43960,0,0,0,0
LOC_Os02g43970,0,0,0,0
LOC_Os02g43980,0,0,0,0
LOC_Os02g43990,0,0,0,0
LOC_Os02g44000,0,0,0,0
LOC_Os02g44010,188,443,167,398
LOC_Os02g44020,0,0,0,0
LOC_Os02g44030,0,0,0,0
LOC_Os02g44040,0,0,0,0
LOC_Os02g44050,0,0,0,0
LOC_Os02g44060,0,0,0,0
LOC_Os02g44070,0,0,0,0
LOC_Os02g44080,0,0,0,0
LOC_Os02g44090,0,52,117,0
LOC_Os02g44100,232,115,394,143
LOC_Os02g44102,81,18,73,0
LOC_Os02g44104,64,5,0,134
LOC_Os02g44106,0,0,0,0
LOC_Os02g44108,0,0,0,0
LOC_Os02g44111,105,37,0,133
LOC_Os02g44120,0,0,0,0
LOC_Os02g44124,0,0,0,0
LOC_Os02g44130,0,54,0,0
LOC_Os02g44132,142,84,8,0
LOC_Os02g44134,0,0,0,0
LOC_Os02g44136,0,0,0,0
LOC_Os02g44140,0,0,0,0
LOC_Os02g44150,0,0,0,0
LOC_Os02g44155,0,48,0,26
LOC_Os02g44160,0,0,0,0
LOC_Os02g44170,0,0,0,0
LOC_Os02g44180,0,0,79,0
LOC_Os02g44190,0,0,0,0
LOC_Os02g44200,0,0,0,0
LOC_Os02g44210,0,0,0,0
LOC_Os02g44220,660,356,353,657
LOC_Os02g44230,145,0,0,43
LOC_Os02g44235,0,0,0,0
LOC_Os02g44240,0,0,0,0
LOC_Os02g44250,0,62,37,0
LOC_Os02g44260,0,0,0,0
LOC_Os02g44270,21,0,6,78
LOC_Os02g44280,3,0,6,12
LOC_Os02g44290,51,38,74,32
LOC_Os02g44300,0,11,38,14
LOC_Os02g44310,0,0,0,0
LOC_Os02g44320,1,0,0,0
LOC_Os02g44330,143,203,57,48
LOC_Os02g44340,0,0,0,0
LOC_Os02g44350,0,0,0,0
LOC_Os02g44360,2990,2763,2050,4071
LOC_Os02g44370,10306,9848,9106,10001
LOC_Os02g44380,0,0,0,0
LOC_Os02g44390,0,0,0,0
LOC_Os02g44400,0,0,0,0
LOC_Os02g44410,0,0,0,0
LOC_Os02g44420,0,0,0,0
LOC_Os02g44430,20.004,0,0,0
LOC_Os02g44440,0,0,0,0
LOC_Os02g44450,0,0,0,0
LOC_Os02g44460,0,0,0,0
LOC_Os02g44470,0,0,0,0
LOC_Os02g44480,0,0,0,0
LOC_Os02g44490,0,0,0,0
LOC_Os02g44500,5392,4117,4601,5396
LOC_Os02g44510,1232,664,851,729
LOC_Os02g44520,1413,1821,1659,1630
LOC_Os02g44530,0,0,0,0
LOC_Os02g44540,736,740,497,697.804
LOC_Os02g44550,333,266,413,752
LOC_Os02g44560,0,0,0,0
LOC_Os02g44570,45,91,85,0
LOC_Os02g44590,0,0,0,0
LOC_Os02g44599,83,317,99,362
LOC_Os02g44610,0,0,0,0
LOC_Os02g44620,0,0,0,0
LOC_Os02g44630,31286,29001,30942.001,33400.999
LOC_Os02g44642,81,51,163,46
LOC_Os02g44654,0,0,0,0
LOC_Os02g44670,0,0,0,0
LOC_Os02g44680,0,0,0,0
LOC_Os02g44690,1213,618,826,1442
LOC_Os02g44700,0,0,0,0
LOC_Os02g44704,0,0,0,15
LOC_Os02g44710,0,0,0,0
LOC_Os02g44720,0,3,0,0
LOC_Os02g44730,15,1,0,0
LOC_Os02g44740,1,1,0,1
LOC_Os02g44750,0,0,0,0
LOC_Os02g44760,0,0,0,0
LOC_Os02g44770,0,43,11,77
LOC_Os02g44780,522,201,514,370
LOC_Os02g44800,0,0,0,0
LOC_Os02g44810,372,285,146,101
LOC_Os02g44820,134,74,0,49
LOC_Os02g44830,0,0,0,0
LOC_Os02g44840,0,0,0,0
LOC_Os02g44850,0,0,0,0
LOC_Os02g44860,362,75,155,113
LOC_Os02g44870,471,726,691,393
LOC_Os02g44880,11,0,0,20
LOC_Os02g44890,0,0,45,0
LOC_Os02g44900,0,0,0,0
LOC_Os02g44910,286,154,150,221
LOC_Os02g44920,0,0,0,0
LOC_Os02g44930,968,773,798,729
LOC_Os02g44940,168.476,176.956,229.948,70
LOC_Os02g44950,0,0,0,0
LOC_Os02g44970,0,0,0,0
LOC_Os02g44975,0,0,0,0
LOC_Os02g44980,320,216,408,627
LOC_Os02g44990,0,0,0,0
LOC_Os02g45000,7,163,55,1
LOC_Os02g45010,12,39,0,26
LOC_Os02g45020,0,0,0,0
LOC_Os02g45030,0,0,0,0
LOC_Os02g45040,0,0,0,0
LOC_Os02g45054,32,0,14,0
LOC_Os02g45070,291,260,329,169
LOC_Os02g45080,0,0,0,0
LOC_Os02g45090,272,137,115,165
LOC_Os02g45100,0,0,0,0
LOC_Os02g45110,527,807,719,1006
LOC_Os02g45120,22,16,210,192
LOC_Os02g45130,1061,466,526,650
LOC_Os02g45140,0,0,0,0
LOC_Os02g45150,150,246,80,260
LOC_Os02g45160,0,0,0,0
LOC_Os02g45170,21,90,16,129
LOC_Os02g45180,386,523,272,959
LOC_Os02g45200,520,515,439,394
LOC_Os02g45210,0,0,0,0
LOC_Os02g45220,0,0,0,0
LOC_Os02g45225,0,0,0,0
LOC_Os02g45230,0,0,0,0
LOC_Os02g45240,420,505,438,434
LOC_Os02g45250,30,0,39,21
LOC_Os02g45270,40,0,0,11
LOC_Os02g45280,0,0,0,0
LOC_Os02g45290,0,0,0,0
LOC_Os02g45300,0,0,0,0
LOC_Os02g45310,0,0,0,0
LOC_Os02g45320,87,158,326,352
LOC_Os02g45330,0,0,0,0
LOC_Os02g45344,489,76,287,304
LOC_Os02g45360,0,0,0,0
LOC_Os02g45370,0,0,0,0
LOC_Os02g45380,0,0,0,0
LOC_Os02g45390,0,0,21,0
LOC_Os02g45400,0,0,0,0
LOC_Os02g45410,0,0,0,0
LOC_Os02g45420,0,0,0,0
LOC_Os02g45440,0,0,0,0
LOC_Os02g45450,0,0,0,0
LOC_Os02g45460,1,30,27,85
LOC_Os02g45470,0,0,0,0
LOC_Os02g45480,370,424,626,402
LOC_Os02g45490,284,294,229.005,399
LOC_Os02g45500,0,0,0,0
LOC_Os02g45510,0,0,0,0
LOC_Os02g45520,4099,4639,5123,4970
LOC_Os02g45530,0,0,0,0
LOC_Os02g45540,277,310,377,312
LOC_Os02g45550,0,0,0,0
LOC_Os02g45560,0,0,0,0
LOC_Os02g45570,0,0,0,0
LOC_Os02g45580,0,0,0,0
LOC_Os02g45590,0,0,0,0
LOC_Os02g45600,0,0,0,7
LOC_Os02g45610,0,0,0,0
LOC_Os02g45620,0,0,0,0
LOC_Os02g45630,0,0,0,0
LOC_Os02g45640,0,0,0,0
LOC_Os02g45650,265,515,500,420
LOC_Os02g45660,192,81,255,312
LOC_Os02g45670,730,700,673,949
LOC_Os02g45680,0,0,0,0
LOC_Os02g45690,71,65,45,203
LOC_Os02g45700,0,36,0,0
LOC_Os02g45710,1,15,32,0
LOC_Os02g45720,0,0,0,0
LOC_Os02g45730,0,0,0,0
LOC_Os02g45740,0,0,0,0
LOC_Os02g45750,151,0,106,121
LOC_Os02g45760,30,149,143,22
LOC_Os02g45770,0,0,0,0
LOC_Os02g45780,20,24,34,76
LOC_Os02g45790,0,0,0,0
LOC_Os02g45800,0,0,0,0
LOC_Os02g45810,184,387,129,391
LOC_Os02g45820,228,101,186,263
LOC_Os02g45830,0,0,40,76
LOC_Os02g45840,0,0,0,0
LOC_Os02g45850,39,46,12,88
LOC_Os02g45860,0,0,0,0
LOC_Os02g45870,212,184,209,51
LOC_Os02g45880,0,0,0,0
LOC_Os02g45890,0,0,0,0
LOC_Os02g45900,0,0,0,0
LOC_Os02g45910,0,0,0,0
LOC_Os02g45920,0,26,66,6
LOC_Os02g45930,2224,1458,1313,1836
LOC_Os02g45940,58.348,70.58,0,44.131
LOC_Os02g45950,66,61,16,11
LOC_Os02g45960,0,29.161,52.788,0
LOC_Os02g45974,17,64,2,168
LOC_Os02g45980,0,0,0,0
LOC_Os02g45990,0,0,0,0
LOC_Os02g46000,0,0,0,0
LOC_Os02g46010,0,0,0,0
LOC_Os02g46020,0,0,0,0
LOC_Os02g46030,98,131,75,160
LOC_Os02g46040,0,0,0,0
LOC_Os02g46050,0,0,0,0
LOC_Os02g46060,0,0,0,0
LOC_Os02g46070,0,0,0,0
LOC_Os02g46080,32,40,0,0
LOC_Os02g46090,203,67,177,404
LOC_Os02g46100,40,75,0,62
LOC_Os02g46110,0,0,0,0
LOC_Os02g46120,33,26,8,134
LOC_Os02g46130,280,410,331,531
LOC_Os02g46140,172,122.844,77,63
LOC_Os02g46150,175,23.156,20,113
LOC_Os02g46170,0,0,0,0
LOC_Os02g46180,0,0,0,0
LOC_Os02g46190,0,0,0,0
LOC_Os02g46200,0,0,0,0
LOC_Os02g46210,202,116,48,23
LOC_Os02g46220,1097,991,1161,797
LOC_Os02g46230,0,0,0,0
LOC_Os02g46240,0,0,0,0
LOC_Os02g46250,0,0,0,0
LOC_Os02g46260,32,0,10,2
LOC_Os02g46270,0,0,0,0
LOC_Os02g46275,0,0,0,0
LOC_Os02g46290,0,0,0,0
LOC_Os02g46300,0,0,0,0
LOC_Os02g46310,0,0,0,0
LOC_Os02g46320,23,43,106,0
LOC_Os02g46340,14,0,45,0
LOC_Os02g46350,226,108,103,336
LOC_Os02g46360,0,0,0,0
LOC_Os02g46370,0,0,0,0
LOC_Os02g46380,676,433,516,778
LOC_Os02g46390,0,0,0,0
LOC_Os02g46400,0,0,0,0
LOC_Os02g46410,0,18,0,0
LOC_Os02g46420,470,698,659,628
LOC_Os02g46440,57,0,56,36
LOC_Os02g46450,788,425,392,569
LOC_Os02g46460,2,0,25,0
LOC_Os02g46473,0,0,0,0
LOC_Os02g46480,197,144,233,494
LOC_Os02g46490,124,2,73,156
LOC_Os02g46500,0,0,0,0
LOC_Os02g46510,681,786,543,938
LOC_Os02g46520,585,592,360,564
LOC_Os02g46530,0,0,0,0
LOC_Os02g46540,0,0,0,0
LOC_Os02g46550,0,0,0,0
LOC_Os02g46560,0,0,0,0
LOC_Os02g46570,0,0,0,0
LOC_Os02g46580,0,0,0,0
LOC_Os02g46600,122,74,73,209
LOC_Os02g46610,396,310,171,264
LOC_Os02g46620,0,65,1,0
LOC_Os02g46630,0,0,0,0
LOC_Os02g46640,40,241,70,27
LOC_Os02g46650,0,0,0,0
LOC_Os02g46660,68,20,70,1
LOC_Os02g46670,0,0,0,0
LOC_Os02g46680,0,0,0,0
LOC_Os02g46690,0,0,0,0
LOC_Os02g46700,165,184,100,208
LOC_Os02g46710,0,0,0,0
LOC_Os02g46720,73,120,60,44
LOC_Os02g46730,0,0,0,0
LOC_Os02g46740,0,0,0,0
LOC_Os02g46750,0,17,10,24
LOC_Os02g46760,0,0,0,0
LOC_Os02g46770,0,0,0,0
LOC_Os02g46780,0,0,0,0
LOC_Os02g46790,0,0,0,0
LOC_Os02g46800,0,0,0,0
LOC_Os02g46810,0,0,0,0
LOC_Os02g46820,0,0,0,0
LOC_Os02g46830,0,0,2,71
LOC_Os02g46839,127,67,44,85
LOC_Os02g46850,0,0,0,0
LOC_Os02g46860,0,0,0,0
LOC_Os02g46870,0,0,0,0
LOC_Os02g46880,0,0,0,0
LOC_Os02g46890,0,0,0,0
LOC_Os02g46900,0,0,0,0
LOC_Os02g46910,725,790,670,538
LOC_Os02g46920,362,258,392,528
LOC_Os02g46930,43,190,0,0
LOC_Os02g46940,30,0,0,0
LOC_Os02g46950,0,0,0,0
LOC_Os02g46956,62,54,20,97
LOC_Os02g46962,833,825,569,924
LOC_Os02g46970,0,0,0,0
LOC_Os02g46980,296,251,211,171
LOC_Os02g46990,112,154,109,524
LOC_Os02g47000,727,557,650,1045
LOC_Os02g47010,152,161,318,72
LOC_Os02g47020,2007,1148,2218,1142
LOC_Os02g47030,1,58,0,105
LOC_Os02g47040,0,0,0,0
LOC_Os02g47060,0,0,0,0
LOC_Os02g47070,0,0,0,0
LOC_Os02g47080,0,0,0,0
LOC_Os02g47090,0,0,0,0
LOC_Os02g47100,0,0,0,0
LOC_Os02g47110,1353,1516,1097,1072
LOC_Os02g47120,52,48,54,128
LOC_Os02g47130,0,0,0,0
LOC_Os02g47140,1607,1014,1476,1568
LOC_Os02g47150,23,45,26,76
LOC_Os02g47160,0,0,0,0
LOC_Os02g47170,86,170,146,10
LOC_Os02g47180,63,54,0,0
LOC_Os02g47190,2990,3233,3173,3808
LOC_Os02g47200,118,390,327,236
LOC_Os02g47210,202,166,140,177
LOC_Os02g47220,463,667,611,682
LOC_Os02g47230,0,0,0,0
LOC_Os02g47240,0,0,0,0
LOC_Os02g47250,0,0,0,0
LOC_Os02g47260,0,0,0,0
LOC_Os02g47270,0,0,0,0
LOC_Os02g47280,0,0,0,0
LOC_Os02g47290,0,0,0,0
LOC_Os02g47300,0,0,0,0
LOC_Os02g47310,124,408,165,488
LOC_Os02g47320,15,32,18,27
LOC_Os02g47330,0,0,0,0
LOC_Os02g47340,0,60.051,0,0
LOC_Os02g47350,24,13,53,20
LOC_Os02g47360,0,0,67,0
LOC_Os02g47370,0,0,0,0
LOC_Os02g47380,0,0,0,0
LOC_Os02g47390,0,0,0,0
LOC_Os02g47400,0,13,18,0
LOC_Os02g47410,623,564,715,446
LOC_Os02g47420,0,0,0,0
LOC_Os02g47430,0,21,0,0
LOC_Os02g47440,496,490,385,175
LOC_Os02g47450,92,66,207,384
LOC_Os02g47460,0,0,0,0
LOC_Os02g47470,23,299,146,0
LOC_Os02g47480,2,0,0,0
LOC_Os02g47490,0,0,0,0
LOC_Os02g47500,21,64,159,90
LOC_Os02g47510,601,735,832,691
LOC_Os02g47520,0,0,0,0
LOC_Os02g47530,0,0,0,0
LOC_Os02g47540,0,0,0,0
LOC_Os02g47550,0,0,0,0
LOC_Os02g47560,462,327,481,530
LOC_Os02g47570,46,16,181,99
LOC_Os02g47580,1906,2010,1601,1953
LOC_Os02g47590,466,153,261,356
LOC_Os02g47600,7610,7104,9085,8925
LOC_Os02g47605,0,0,17,38
LOC_Os02g47610,41,39,5,0
LOC_Os02g47620,672,752,905,499
LOC_Os02g47630,0,0,0,0
LOC_Os02g47640,60,0,43,125
LOC_Os02g47650,0,0,0,0
LOC_Os02g47660,29,55,74,2
LOC_Os02g47670,993,696,512,607
LOC_Os02g47680,0,0,0,0
LOC_Os02g47690,0,0,0,0
LOC_Os02g47700,0,0,0,0
LOC_Os02g47710,0,0,0,0
LOC_Os02g47720,0,0,0,0
LOC_Os02g47730,0,0,0,0
LOC_Os02g47744,15528,13566,14420,12144.001
LOC_Os02g47760,121,99,231,253
LOC_Os02g47770,0,0,0,0
LOC_Os02g47780,0,0,0,0
LOC_Os02g47790,197,150,135,118
LOC_Os02g47800,195,366,577,178
LOC_Os02g47810,21,49,0,50
LOC_Os02g47820,0,0,0,0
LOC_Os02g47830,46,119,0,41
LOC_Os02g47840,4,46,70,81
LOC_Os02g47850,1928,1011,1202,1141
LOC_Os02g47860,626,625,787,845
LOC_Os02g47870,1042,1093,874,1064
LOC_Os02g47880,54,130,41,209
LOC_Os02g47890,0,15,0,0
LOC_Os02g47900,254,370,324,295
LOC_Os02g47910,0,0,0,0
LOC_Os02g47920,22,53,1,5
LOC_Os02g47930,21,1,69,154
LOC_Os02g47940,2748,2887,2498,3116
LOC_Os02g47950,0,0,0,0
LOC_Os02g47960,0,0,0,0
LOC_Os02g47970,774,921,910,1234
LOC_Os02g47980,39,100,26,61
LOC_Os02g47990,0,0,0,0
LOC_Os02g48000,480,471,256,586
LOC_Os02g48010,5954,7132,6186,6534
LOC_Os02g48020,0,0,0,0
LOC_Os02g48030,0,0,0,0
LOC_Os02g48040,0,0,0,0
LOC_Os02g48050,0,0,0,0
LOC_Os02g48060,0,0,0,0
LOC_Os02g48070,0,0,0,0
LOC_Os02g48080,176,282,104,141
LOC_Os02g48090,0,0,0,0
LOC_Os02g48094,0,0,0,0
LOC_Os02g48100,51,0,77,118
LOC_Os02g48110,672,536,493,365
LOC_Os02g48116,106,4,215,182
LOC_Os02g48122,139,87,105,103
LOC_Os02g48130,60,132,21,85
LOC_Os02g48140,0,24,0,0
LOC_Os02g48150,132,367,254,136
LOC_Os02g48160,0,0,0,0
LOC_Os02g48170,4,1,2,0
LOC_Os02g48184,265,12,191,395
LOC_Os02g48190,13,51,1,39
LOC_Os02g48194,0,0,0,0
LOC_Os02g48200,0,0,0,0
LOC_Os02g48210,0,0,0,0
LOC_Os02g48220,0,0,0,0
LOC_Os02g48230,0,0,0,0
LOC_Os02g48240,0,0,0,0
LOC_Os02g48250,0,0,0,0
LOC_Os02g48260,0,0,0,0
LOC_Os02g48270,0,0,0,0
LOC_Os02g48280,0,0,0,0
LOC_Os02g48290,1570,1272,750,1338
LOC_Os02g48300,0,0,0,0
LOC_Os02g48320,0,0,0,0
LOC_Os02g48330,5,0,0,0
LOC_Os02g48340,503,558,465,949
LOC_Os02g48350,0,29,11,0
LOC_Os02g48360,63,0,5,32
LOC_Os02g48370,0,5,0,0
LOC_Os02g48380,471,233,265,192
LOC_Os02g48390,608,449,465,782
LOC_Os02g48400,44,0,0,89
LOC_Os02g48410,0,0,0,0
LOC_Os02g48420,0,0,0,0
LOC_Os02g48430,0,0,0,0
LOC_Os02g48440,0,0,0,0
LOC_Os02g48450,0,0,0,0
LOC_Os02g48460,0,0,0,0
LOC_Os02g48470,0,0,0,0
LOC_Os02g48480,222,284,341,176
LOC_Os02g48490,0,0,0,0
LOC_Os02g48500,0,0,0,0
LOC_Os02g48510,0,0,0,0
LOC_Os02g48520,0,0,0,0
LOC_Os02g48530,0,0,0,0
LOC_Os02g48540,0,0,0,0
LOC_Os02g48550,0,0,0,0
LOC_Os02g48560,5733,5478,5235.001,5242
LOC_Os02g48570,0,0,0,0
LOC_Os02g48580,0,0,0,0
LOC_Os02g48590,31,103,33,106
LOC_Os02g48600,25,0,0,9
LOC_Os02g48610,1903,1767,1672,2065
LOC_Os02g48620,477,366,408,512
LOC_Os02g48630,204,126,75,4
LOC_Os02g48640,71,156,0,137
LOC_Os02g48650,149,39,68,115
LOC_Os02g48660,975,1406,1099,1052
LOC_Os02g48670,75,171,55,52
LOC_Os02g48680,192,371,116,238
LOC_Os02g48690,0,0,0,0
LOC_Os02g48700,0,0,0,0
LOC_Os02g48710,53,79,248,138
LOC_Os02g48720,13322,12651,13928,14362
LOC_Os02g48730,0,0,0,0
LOC_Os02g48740,100,0,66,205
LOC_Os02g48750,0,0,0,0
LOC_Os02g48760,0,0,0,0
LOC_Os02g48770,0,0,0,0
LOC_Os02g48780,356,278,330,604
LOC_Os02g48790,1605,1664,1532,1055
LOC_Os02g48800,0,0,0,0
LOC_Os02g48810,188,61,130,193
LOC_Os02g48820,12,262,245,88
LOC_Os02g48830,22,85,62,3
LOC_Os02g48840,58,151,90,85
LOC_Os02g48850,0,0,0,0
LOC_Os02g48860,108,94,0,95
LOC_Os02g48870,0,0,0,0
LOC_Os02g48880,83,0,66,50
LOC_Os02g48900,12,59,20,0
LOC_Os02g48910,0,0,0,0
LOC_Os02g48920,0,0,0,0
LOC_Os02g48930,0,0,0,0
LOC_Os02g48940,0,0,0,0
LOC_Os02g48950,0,0,0,0
LOC_Os02g48964,1213,1475,1499,1710
LOC_Os02g48980,530,191,494,880
LOC_Os02g48990,187,200,297,62
LOC_Os02g49010,0,0,0,0
LOC_Os02g49020,0,0,0,0
LOC_Os02g49030,0,0,0,0
LOC_Os02g49040,0,0,0,0
LOC_Os02g49050,187,580,303,119
LOC_Os02g49060,146,0,3.044,156
LOC_Os02g49070,120,277,55.956,96
LOC_Os02g49080,2063,2079,2415,2682
LOC_Os02g49090,232,532,606,276
LOC_Os02g49100,0,0,0,21
LOC_Os02g49110,0,0,0,0
LOC_Os02g49120,0,0,0,0
LOC_Os02g49130,24,0,51,0
LOC_Os02g49140,0,0,0,0
LOC_Os02g49150,118,110,154,218
LOC_Os02g49160,0,0,0,0
LOC_Os02g49170,0,0,0,0
LOC_Os02g49180,0,0,0,0
LOC_Os02g49190,0,0,0,32
LOC_Os02g49200,0,0,0,0
LOC_Os02g49210,0,0,0,0
LOC_Os02g49220,0,0,0,0
LOC_Os02g49230,526,435.888,714.207,518.784
LOC_Os02g49240,0,0,0,0
LOC_Os02g49250,0,0,0,0
LOC_Os02g49260,0,0,0,0
LOC_Os02g49270,367.465,499.535,266,638
LOC_Os02g49280,0,0,0,0
LOC_Os02g49290,0,0,0,0
LOC_Os02g49300,0,0,0,0
LOC_Os02g49310,0,0,0,0
LOC_Os02g49320,1339,1326,1244,584
LOC_Os02g49326,12,13,0,0
LOC_Os02g49332,161,158,119,307
LOC_Os02g49340,16,0,7,0
LOC_Os02g49350,0,0,0,0
LOC_Os02g49360,97,122,7,26
