RPSI_430(u)_M,Photosystem I 430 specific reaction,photon430_u0 --> 0.203291558 photonDrain_u0 + 0.796708442 photonPSI_u0,"(0.0, 1000.0)"
RPSI_450(u)_M,Photosystem I 450 specific reaction,photon450_u0 --> 0.382419982 photonDrain_u0 + 0.617580018 photonPSI_u0,"(0.0, 1000.0)"
RPSI_470(u)_M,Photosystem I 470 specific reaction,photon470_u0 --> 0.475289709 photonDrain_u0 + 0.524710291 photonPSI_u0,"(0.0, 1000.0)"
RPSI_490(u)_M,Photosystem I 490 specific reaction,photon490_u0 --> 0.600682066 photonDrain_u0 + 0.399317934 photonPSI_u0,"(0.0, 1000.0)"
RPSI_510(u)_M,Photosystem I 510 specific reaction,photon510_u0 --> 0.81562495 photonDrain_u0 + 0.18437505 photonPSI_u0,"(0.0, 1000.0)"
RPSI_530(u)_M,Photosystem I 530 specific reaction,photon530_u0 --> 0.907241852 photonDrain_u0 + 0.092758148 photonPSI_u0,"(0.0, 1000.0)"
RPSI_550(u)_M,Photosystem I 550 specific reaction,photon550_u0 --> 0.901888108 photonDrain_u0 + 0.098111892 photonPSI_u0,"(0.0, 1000.0)"
RPSI_570(u)_M,Photosystem I 570 specific reaction,photon570_u0 --> 0.847822 photonDrain_u0 + 0.152178 photonPSI_u0,"(0.0, 1000.0)"
RPSI_590(u)_M,Photosystem I 590 specific reaction,photon590_u0 --> 0.808703289 photonDrain_u0 + 0.191296711 photonPSI_u0,"(0.0, 1000.0)"
RPSI_610(u)_M,Photosystem I 610 specific reaction,photon610_u0 --> 0.741804064 photonDrain_u0 + 0.258195936 photonPSI_u0,"(0.0, 1000.0)"
RPSI_630(u)_M,Photosystem I 630 specific reaction,photon630_u0 --> 0.677927964 photonDrain_u0 + 0.322072036 photonPSI_u0,"(0.0, 1000.0)"
RPSI_650(u)_M,Photosystem I 630 specific reaction,photon650_u0 --> 0.447167461 photonDrain_u0 + 0.552832539 photonPSI_u0,"(0.0, 1000.0)"
RPSI_670(u)_M,Photosystem I 670 specific reaction,photon670_u0 --> 0.509104031 photonDrain_u0 + 0.490895969 photonPSI_u0,"(0.0, 1000.0)"
RPSI_690(u)_M,Photosystem I 690 specific reaction,photon690_u0 --> 0.931745944 photonDrain_u0 + 0.068254056 photonPSI_u0,"(0.0, 1000.0)"
RPSII_410(u)_M,Photosystem II 410 specific reaction,photon410_u0 --> 0.231189 photonDrain_u0 + 0.768811 photonPSII_u0,"(0.0, 1000.0)"
RPSII_430(u)_M,Photosystem II 430 specific reaction,photon430_u0 --> 0.14731525 photonDrain_u0 + 0.852685475 photonPSII_u0,"(0.0, 1000.0)"
RPSII_450(u)_M,Photosystem II 450 specific reaction,photon450_u0 --> 0.208755937 photonDrain_u0 + 0.791244063 photonPSII_u0,"(0.0, 1000.0)"
RPSII_470(u)_M,Photosystem II 470 specific reaction,photon470_u0 --> 0.314200972 photonDrain_u0 + 0.685799028 photonPSII_u0,"(0.0, 1000.0)"
RPSII_490(u)_M,Photosystem II 490 specific reaction,photon490_u0 --> 0.387462591 photonDrain_u0 + 0.612537409 photonPSII_u0,"(0.0, 1000.0)"
RPSII_510(u)_M,Photosystem II 510 specific reaction,photon510_u0 --> 0.651367958 photonDrain_u0 + 0.348632042 photonPSII_u0,"(0.0, 1000.0)"
RPSII_530(u)_M,Photosystem II 530 specific reaction,photon530_u0 --> 0.832426636 photonDrain_u0 + 0.167573364 photonPSII_u0,"(0.0, 1000.0)"
RPSII_550(u)_M,Photosystem II 550 specific reaction,photon550_u0 --> 0.858673509 photonDrain_u0 + 0.141326491 photonPSII_u0,"(0.0, 1000.0)"
RPSII_570(u)_M,Photosystem II 570 specific reaction,photon570_u0 --> 0.842705566 photonDrain_u0 + 0.157294434 photonPSII_u0,"(0.0, 1000.0)"
RPSII_590(u)_M,Photosystem II 590 specific reaction,photon590_u0 --> 0.783703644 photonDrain_u0 + 0.216296356 photonPSII_u0,"(0.0, 1000.0)"
RPSII_610(u)_M,Photosystem II 610 specific reaction,photon610_u0 --> 0.748080254 photonDrain_u0 + 0.25191974 photonPSII_u0,"(0.0, 1000.0)"
RPSII_630(u)_M,Photosystem II 630 specific reaction,photon630_u0 --> 0.701196322 photonDrain_u0 + 0.298803678 photonPSII_u0,"(0.0, 1000.0)"
RPSII_650(u)_M,Photosystem II 630 specific reaction,photon650_u0 --> 0.609656588 photonDrain_u0 + 0.390343412 photonPSII_u0,"(0.0, 1000.0)"
RPSII_670(u)_M,Photosystem II 670 specific reaction,photon670_u0 --> 0.34308987 photonDrain_u0 + 0.65691013 photonPSII_u0,"(0.0, 1000.0)"
RPSII_690(u)_M,Photosystem II 690 specific reaction,photon690_u0 --> 0.632730633 photonDrain_u0 + 0.367269367 photonPSII_u0,"(0.0, 1000.0)"
CO2tex_M,CO2 transport (extracellular to cytosol),co2_e <=> co2_c0,"(-1000.0, 1000.0)"
H2Otex_M,H2O transport (extracellular to cytosol),h2o_e <=> h2o_c0,"(-1000.0, 1000.0)"
Htex_M,proton transport via diffusion (extracellular to cytosol),h_e <=> h_c0,"(-1000.0, 1000.0)"
NO3tex_M,nitrate transport (extracellular to cytosol),no3_e <=> no3_c0,"(-1000.0, 1000.0)"
O2tex_M,O2 transport in via diffusion (extracellular to cytosol),o2_e <=> o2_c0,"(-1000.0, 1000.0)"
Pitex_M,PI transport in via diffusion (extracellular to cytosol),pi_e <=> pi_c0,"(-1000.0, 1000.0)"
SUCRtex_M,sucrose transport transport via diffusion (extracellular to cytosol),sucr_e <=> sucr_c0,"(-1000.0, 1000.0)"
FRUtex_M,D-fructose transport via diffusion (extracellular to cytosol),fru-B_e <=> fru-B_c0,"(-1000.0, 1000.0)"
GLCtex_M,glucose transport via diffusion (extracellular to cytosol),glc-A_e <=> glc-A_c0,"(-1000.0, 1000.0)"
SO4tex_M,sulfate transport via diffusion (extracellular to cytosol),so4_e <=> so4_c0,"(-1000.0, 1000.0)"
SO3tex_M,sulfite transport via diffusion (extracellular to cytosol),hso3_e <=> hso3_c0,"(-1000.0, 1000.0)"
HCO3tex_M,bicarbonate transport via diffusion (extracellular to cytosol),hco3_e <=> hco3_c0,"(-1000.0, 1000.0)"
H2Stex_M,hydrogen sulfide transport via diffusion (extracellular to cytosol),h2s_e <=> h2s_c0,"(-1000.0, 1000.0)"
NH4tex_M,ammonia transport via diffusion (extracellular to cytosol),nh4_e <=> nh4_c0,"(-1000.0, 1000.0)"
ASNtex_M,L-asparagine transport via diffusion (extracellular to cytosol),asn-L_e <=> asn-L_c0,"(-1000.0, 1000.0)"
GLNtex_M,L-glutamine transport via diffusion (extracellular to cytosol),gln-L_e <=> gln-L_c0,"(-1000.0, 1000.0)"
ETOHtex_M,ethanol transport via diffusion (extracellular to cytosol),etoh_c0 --> etoh_e,"(0.0, 1000.0)"
ACtex_M,Acetate transport via diffusion (extracellular to cytosol),ac_c0 --> ac_e,"(0.0, 1000.0)"
LACtex_M,L-lactate transport via diffusion (extracellular to cytosol),lac-L_c0 --> lac-L_e,"(0.0, 1000.0)"
TSULtex_M,Thiosulfate transport via diffusion (extracellular to cytosol),tsul_e <=> tsul_c0,"(-1000.0, 1000.0)"
FE2tex_M,Fe2+ transport via diffusion (extracellular to cytosol),fe2_e <=> fe2_c0,"(-1000.0, 1000.0)"
FE3tex_M,Fe3+ transport via diffusion (extracellular to cytosol),fe3_e <=> fe3_c0,"(-1000.0, 1000.0)"
MG2tex_M,Mg2 transport via diffusion (extracellular to cytosol),mg2_e <=> mg2_c0,"(-1000.0, 1000.0)"
ALAtex_M,L-alanine transport via diffusion (extracellular to cytosol),ala-L_e <=> ala-L_c0,"(-1000.0, 1000.0)"
ARGtex_M,L-arginine transport via diffusion (extracellular to cytosol),arg-L_e <=> arg-L_c0,"(-1000.0, 1000.0)"
ASPtex_M,L-aspartate transport via diffusion (extracellular to cytosol),asp-L_e <=> asp-L_c0,"(-1000.0, 1000.0)"
CYStex_M,L-cysteine transport via diffusion (extracellular to cytosol),cys-L_e <=> cys-L_c0,"(-1000.0, 1000.0)"
GLUtex_M,L-glutamate transport via diffusion (extracellular to cytosol),glu-L_e <=> glu-L_c0,"(-1000.0, 1000.0)"
GLYtex_M,Glycine transport via diffusion (extracellular to cytosol),gly_e <=> gly_c0,"(-1000.0, 1000.0)"
HIStex_M,L-histidine transport via diffusion (extracellular to cytosol),his-L_e <=> his-L_c0,"(-1000.0, 1000.0)"
ILEtex_M,L-isoleucine transport via diffusion (extracellular to cytosol),ile-L_e <=> ile-L_c0,"(-1000.0, 1000.0)"
LEUtex_M,L-leucine transport via diffusion (extracellular to cytosol),leu-L_e <=> leu-L_c0,"(-1000.0, 1000.0)"
LYStex_M,L-lysine transport via diffusion (extracellular to cytosol),lys-L_e <=> lys-L_c0,"(-1000.0, 1000.0)"
METtex_M,L-methionine transport via diffusion (extracellular to cytosol),met-L_e <=> met-L_c0,"(-1000.0, 1000.0)"
PHEtex_M,L-phenylalanine transport via diffusion (extracellular to cytosol),phe-L_e <=> phe-L_c0,"(-1000.0, 1000.0)"
PROtex_M,L-proline transport via diffusion (extracellular to cytosol),pro-L_e <=> pro-L_c0,"(-1000.0, 1000.0)"
SERtex_M,L-serine transport via diffusion (extracellular to cytosol),ser-L_e <=> ser-L_c0,"(-1000.0, 1000.0)"
THRtex_M,L-threonine transport via diffusion (extracellular to cytosol),thr-L_e <=> thr-L_c0,"(-1000.0, 1000.0)"
TRPtex_M,L-tryptophan transport via diffusion (extracellular to cytosol),trp-L_e <=> trp-L_c0,"(-1000.0, 1000.0)"
TYRtex_M,L-tyrosine transport via diffusion (extracellular to cytosol),tyr-L_e <=> tyr-L_c0,"(-1000.0, 1000.0)"
VALtex_M,L-valine transport via diffusion (extracellular to cytosol),val-L_e <=> val-L_c0,"(-1000.0, 1000.0)"
PPASc_M,"Soluble inorganic pyrophosphatase, cytosol",h2o_c0 + ppi_c0 --> h_c0 + 2.0 pi_c0,"(0.0, 1000.0)"
PPASs_M,"Soluble inorganic pyrophosphatase, plastidic",h2o_s0 + ppi_s0 --> h_s0 + 2.0 pi_s0,"(0.0, 1000.0)"
PPASm_M,"Soluble inorganic pyrophosphatase, mitochondrial",h2o_m0 + ppi_m0 --> h_m0 + 2.0 pi_m0,"(0.0, 1000.0)"
PPASx_M,"Soluble inorganic pyrophosphatase, peroxisomal",h2o_x0 + ppi_x0 --> h_x0 + 2.0 pi_x0,"(0.0, 1000.0)"
PPASv_M,"Soluble inorganic pyrophosphatase, vacuolar",h2o_v0 + ppi_v0 --> h_v0 + 2.0 pi_v0,"(0.0, 1000.0)"
PPAIcxc_M,"Membrane -bound H+-inorganic pyrophosphatase, peroxisomal",h2o_c0 + ppi_c0 --> h_x0 + 2.0 pi_c0,"(0.0, 1000.0)"
PPAIcvc_M,"Membrane -bound H+-inorganic pyrophosphatase, vacuolar",h2o_c0 + ppi_c0 --> h_v0 + 2.0 pi_c0,"(0.0, 1000.0)"
APLs_M,"Acetolactate synthase, plastidic",2ahethmpp_s0 + pyr_s0 --> alac-S_s0 + thmpp_s0,"(0.0, 1000.0)"
APLm_M,"Acetolactate synthase, mitochondrial",2ahethmpp_m0 + pyr_m0 --> alac-S_m0 + thmpp_m0,"(0.0, 1000.0)"
CATv_M,"Catalase, vacuolar",2.0 h2o2_v0 --> 2.0 h2o_v0 + o2_v0,"(0.0, 1000.0)"
CATs_M,"Catalase, plastidic",2.0 h2o2_s0 --> 2.0 h2o_s0 + o2_s0,"(0.0, 1000.0)"
CATx_M,"Catalase, peroxisomal",2.0 h2o2_x0 --> 2.0 h2o_x0 + o2_x0,"(0.0, 1000.0)"
CATm_M,"Catalase, mitochondrial",2.0 h2o2_m0 --> 2.0 h2o_m0 + o2_m0,"(0.0, 1000.0)"
GLUSfm_M,"Glutamate synthase (ferredoxin), mitochondrial",akg_m0 + 2.0 fdxrd_m0 + gln-L_m0 --> 2.0 fdxox_m0 + 2.0 glu-L_m0 + 2.0 h_m0,"(0.0, 1000.0)"
GLUSfs_M,"Glutamate synthase (ferredoxin), plastidic",akg_s0 + 2.0 fdxrd_s0 + gln-L_s0 --> 2.0 fdxox_s0 + 2.0 glu-L_s0 + 2.0 h_s0,"(0.0, 1000.0)"
RBPCs_M,Ribulose-bisphosphate carboxylase,co2_s0 + h2o_s0 + rb15bp_s0 --> 2.0 3pg_s0 + h_s0,"(0.0, 1000.0)"
RBPC2s_M,"Ribulose-bisphosphate carboxylase (photorespiration, Vc/Vo=3/1)",3.0 co2_s0 + 3.0 h2o_s0 + o2_s0 + 4.0 rb15bp_s0 --> 2pglyc_s0 + 7.0 3pg_s0,"(0.0, 1000.0)"
CYOO6m_M,Cytochrome c oxidase (complex IV),4.0 focytc_m0 + 8.0 h_m0 + o2_m0 --> 4.0 ficytc_m0 + 2.0 h2o_m0 + 4.0 h_c0,"(0.0, 1000.0)"
NO3Rm_M,"Nitrate reductase (Ubiquinol-8), mitochondrial",no3_c0 + q8h2_m0 --> h2o_m0 + 2.0 h_c0 + no2_c0 + q8_m0,"(0.0, 1000.0)"
AOXm_M,Alternative oxidase,4.0 h_m0 + o2_m0 + q8h2_m0 --> 2.0 h2o_m0 + 2.0 h_c0 + q8_m0,"(0.0, 1000.0)"
ATPPHc_M,"ATP phosphohydrolase, cytosolic",atp_c0 + h2o_c0 --> adp_c0 + h_c0 + pi_c0,"(0.0, 1000.0)"
ATPPHm_M,"ATP phosphohydrolase, mitochondrial",atp_m0 + h2o_m0 --> adp_m0 + h_m0 + pi_m0,"(0.0, 1000.0)"
ATPPHs_M,"ATP phosphohydrolase, plastidic",atp_s0 + h2o_s0 --> adp_s0 + h_s0 + pi_s0,"(0.0, 1000.0)"
ATPSs_M,"ATP synthase (complex V), plastidic",adp_s0 + 3.0 h_u0 + pi_s0 --> atp_s0 + h2o_s0 + 3.0 h_s0,"(0.0, 1000.0)"
ATPSm_M,"ATP synthase (complex V), mitochondrial",adp_m0 + 3.0 h_c0 + pi_m0 --> atp_m0 + h2o_m0 + 2.0 h_m0,"(0.0, 1000.0)"
ATPSv_M,"ATP synthase (complex V-type), vacuolar",adp_v0 + 3.0 h_c0 + pi_v0 --> atp_v0 + h2o_v0 + 2.0 h_v0,"(0.0, 1000.0)"
GLUSs_M,Glutamate synthase (NADH),akg_s0 + gln-L_s0 + h_s0 + nadh_s0 --> 2.0 glu-L_s0 + nad_s0,"(0.0, 1000.0)"
GLUSys_M,Glutamate synthase (NADPH),akg_s0 + gln-L_s0 + h_s0 + nadph_s0 --> 2.0 glu-L_s0 + nadp_s0,"(0.0, 1000.0)"
GTHRc_M,"Glutathione reductase (NADPH), cytosolic",gthox_c0 + h_c0 + nadph_c0 --> 2.0 gthrd_c0 + nadp_c0,"(0.0, 1000.0)"
GTHRs_M,"Glutathione reductase (NADPH), plastidic",gthox_s0 + h_s0 + nadph_s0 --> 2.0 gthrd_s0 + nadp_s0,"(0.0, 1000.0)"
GTHRm_M,"Glutathione reductase (NADPH), mitochondrial",gthox_m0 + h_m0 + nadph_m0 --> 2.0 gthrd_m0 + nadp_m0,"(0.0, 1000.0)"
ADK1c_M,"Adenylate kinase, cytosolic",amp_c0 + atp_c0 --> 2.0 adp_c0,"(0.0, 1000.0)"
ADK1m_M,"Adenylate kinase, mitochondrial",amp_m0 + atp_m0 --> 2.0 adp_m0,"(0.0, 1000.0)"
ADK1s_M,"Adenylate kinase, plastidic",amp_s0 + atp_s0 --> 2.0 adp_s0,"(0.0, 1000.0)"
ATPAPc_M,Apyrase,atp_c0 + 2.0 h2o_c0 --> amp_c0 + 6.0 h_c0 + ppi_c0,"(0.0, 1000.0)"
ADPAc_M,ADP-Apyrase,adp_c0 + h2o_c0 --> amp_c0 + h_c0 + pi_c0,"(0.0, 1000.0)"
GAL1PUTc_M,galactose-1-phosphate uridylyltransferase,gal1p_c0 + h_c0 + utp_c0 --> ppi_c0 + udpgal_c0,"(0.0, 1000.0)"
DPCOAKc_M,Dephospho-CoA kinase,atp_c0 + dpcoa_c0 --> adp_c0 + coa_c0 + h_c0,"(0.0, 1000.0)"
URIKGc_M,"uridine kinase (GTP), cytosolic",gtp_c0 + uri_c0 --> gdp_c0 + h_c0 + ump_c0,"(0.0, 1000.0)"
URIKGs_M,"uridine kinase (GTP), plastidic",gtp_s0 + uri_s0 --> gdp_s0 + h_s0 + ump_s0,"(0.0, 1000.0)"
DHDHc_M,Dihydropyrimidine dehydrogenase (NADP+),56dura_c0 + h_c0 + nadp_c0 <=> nadph_c0 + ura_c0,"(-1000.0, 1000.0)"
BUPNc_M,beta-ureidopropionase,cala_c0 + h2o_c0 + h_c0 --> ala-B_c0 + co2_c0 + nh4_c0,"(0.0, 1000.0)"
DHPDc_M,Dihydropyrimidinase,56dura_c0 + h2o_c0 <=> cala_c0 + h_c0,"(-1000.0, 1000.0)"
TMDSc_M,Thymidylate synthase,dump_c0 + mlthf_c0 <=> dhf_c0 + dtmp_c0,"(-1000.0, 1000.0)"
CYTDc_M,Cytidine deaminase,cytd_c0 + h2o_c0 + h_c0 --> nh4_c0 + uri_c0,"(0.0, 1000.0)"
GTPCYTDPTc_M,"GTP:cytidine 5-phosphotransferase, cytosolic",cytd_c0 + gtp_c0 <=> cmp_c0 + gdp_c0,"(-1000.0, 1000.0)"
GTPCYTDPTs_M,"GTP:cytidine 5-phosphotransferase, plastidic",cytd_s0 + gtp_s0 <=> cmp_s0 + gdp_s0,"(-1000.0, 1000.0)"
DCTPDAc_M,deoxycytidine triphosphate deaminase,dctp_c0 + h2o_c0 --> dutp_c0 + nh4_c0,"(0.0, 1000.0)"
CTPRc_M,ribonucleoside-triphosphate reductase (CTP),ctp_c0 + fadh2_c0 --> dctp_c0 + fad_c0 + h2o_c0,"(0.0, 1000.0)"
UTPRc_M,ribonucleoside-triphosphate reductase (UTP),fadh2_c0 + utp_c0 --> dutp_c0 + fad_c0 + h2o_c0,"(0.0, 1000.0)"
ATPRc_M,ribonucleoside-triphosphate reductase (ATP),atp_c0 + fadh2_c0 --> datp_c0 + fad_c0 + h2o_c0,"(0.0, 1000.0)"
